CONFIG_MISSION_NUMBER,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,PRES,PRES_QC,PSAL,PSAL_QC,TEMP,TEMP_QC,TIME_QC,LATITUDE,LONGITUDE,TIME
1,23,D,A,1901463,1,5.0,1,37.448951721191406,1,24.08099937438965,1,1,24.541,-45.143,2011-01-01 11:49:19
1,23,D,A,1901463,1,10.0,1,37.44792938232422,1,24.083999633789062,1,1,24.541,-45.143,2011-01-01 11:49:19
1,10,D,A,4901211,1,2.0,1,37.276058197021484,1,24.027999877929688,1,1,25.042,-51.584,2011-01-02 10:10:50
1,10,D,A,4901211,1,4.0,1,37.27626037597656,1,24.027000427246094,1,1,25.042,-51.584,2011-01-02 10:10:50
1,10,D,A,4901211,1,6.0,1,37.27608108520508,1,24.020000457763672,1,1,25.042,-51.584,2011-01-02 10:10:50
1,10,D,A,4901211,1,8.0,1,37.27701950073242,1,24.01799964904785,1,1,25.042,-51.584,2011-01-02 10:10:50
1,10,D,A,4901211,1,10.0,1,37.27587127685547,1,24.017000198364258,1,1,25.042,-51.584,2011-01-02 10:10:50
1,135,D,A,4900818,1,5.0,1,36.67900085449219,1,25.14699935913086,1,1,21.481,-60.819,2011-01-02 10:23:10
1,135,D,A,4900818,1,10.0,1,36.6790885925293,1,25.14699935913086,1,1,21.481,-60.819,2011-01-02 10:23:10
1,23,D,A,1901461,1,5.0,1,37.0089111328125,1,23.226999282836914,1,1,27.829,-56.303,2011-01-02 11:26:40
1,23,D,A,1901461,1,10.0,1,37.006988525390625,1,23.232999801635742,1,1,27.829,-56.303,2011-01-02 11:26:40
1,119,D,A,4900847,1,5.0,1,37.055999755859375,1,21.700000762939453,1,1,29.334,-51.743,2011-01-02 11:28:31
1,119,D,A,4900847,1,10.0,1,37.05598831176758,1,21.700000762939453,1,1,29.334,-51.743,2011-01-02 11:28:31
1,160,D,A,4900781,1,5.0,1,36.717891693115234,1,21.445999145507812,1,1,28.591,-69.982,2011-01-02 12:08:13
1,160,D,A,4900781,1,10.0,1,36.71699142456055,1,21.452999114990234,1,1,28.591,-69.982,2011-01-02 12:08:13
1,134,D,A,4900823,1,5.0,1,37.448978424072266,1,25.280000686645508,1,1,22.317,-48.61,2011-01-04 10:51:56
1,134,D,A,4900823,1,10.0,1,37.44900131225586,1,25.281999588012695,1,1,22.317,-48.61,2011-01-04 10:51:56
1,132,D,A,4900830,1,5.0,1,37.24198913574219,1,24.82699966430664,1,1,24.946,-47.273,2011-01-04 11:32:07
1,132,D,A,4900830,1,10.0,1,37.243011474609375,1,24.827999114990234,1,1,24.946,-47.273,2011-01-04 11:32:07
1,157,D,A,4900789,1,5.0,1,37.282989501953125,1,23.777000427246094,1,1,25.741,-51.361,2011-01-05 11:15:00
1,157,D,A,4900789,1,10.0,1,37.282989501953125,1,23.777999877929688,1,1,25.741,-51.361,2011-01-05 11:15:00
1,135,D,A,4900819,1,5.0,1,36.96297073364258,1,25.95400047302246,1,1,20.208,-49.866,2011-01-05 11:17:26
1,135,D,A,4900819,1,10.0,1,36.96302032470703,1,25.95599937438965,1,1,20.208,-49.866,2011-01-05 11:17:26
1,157,D,A,4900785,1,5.0,1,36.83898162841797,1,21.55699920654297,1,1,28.499,-70.672,2011-01-05 11:30:14
1,157,D,A,4900785,1,10.0,1,36.83797836303711,1,21.558000564575195,1,1,28.499,-70.672,2011-01-05 11:30:14
1,2,D,A,4901224,1,5.0,1,36.61899948120117,1,24.52400016784668,1,1,24.854,-71.366,2011-01-06 11:16:02
1,2,D,A,4901224,1,10.0,1,36.61994934082031,1,24.524999618530273,1,1,24.854,-71.366,2011-01-06 11:16:02
1,129,D,A,4900839,1,5.0,1,36.699100494384766,1,20.61199951171875,1,1,29.98,-59.645,2011-01-06 11:25:16
1,129,D,A,4900839,1,10.0,1,36.698001861572266,1,20.604999542236328,1,1,29.98,-59.645,2011-01-06 11:25:16
1,2,D,A,4901221,1,5.0,1,36.30698013305664,1,24.8700008392334,1,1,23.5,-68.214,2011-01-06 12:57:31
1,2,D,A,4901221,1,10.0,1,36.30686950683594,1,24.871000289916992,1,1,23.5,-68.214,2011-01-06 12:57:31
1,2,D,A,4901222,1,5.0,1,36.8179817199707,1,22.357999801635742,1,1,26.379,-73.534,2011-01-07 10:57:56
1,2,D,A,4901222,1,10.0,1,36.817970275878906,1,22.358999252319336,1,1,26.379,-73.534,2011-01-07 10:57:56
0,119,D,A,4901083,1,4.599999904632568,1,37.0040397644043,1,23.35099983215332,1,1,27.941999435424805,-56.907012939453125,2011-01-07 12:15:00
0,119,D,A,4901083,1,9.100000381469727,1,37.0040397644043,1,23.350000381469727,1,1,27.941999435424805,-56.907012939453125,2011-01-07 12:15:00
1,137,D,A,4900808,1,5.0,1,36.80099105834961,1,21.535999298095703,1,1,27.857,-71.873,2011-01-07 12:42:07
1,137,D,A,4900808,1,10.0,1,36.80097961425781,1,21.53700065612793,1,1,27.857,-71.873,2011-01-07 12:42:07
1,117,D,A,4900851,1,5.0,1,37.257999420166016,1,25.365999221801758,1,1,20.115,-48.832,2011-01-08 11:50:27
1,117,D,A,4900851,1,10.0,1,37.255001068115234,1,25.36199951171875,1,1,20.115,-48.832,2011-01-08 11:50:27
1,165,D,A,4900794,1,2.0,1,36.81499099731445,1,22.51799964904785,1,1,27.845,-61.532,2011-01-08 11:59:26
1,165,D,A,4900794,1,4.0,1,36.84062957763672,1,22.525999069213867,1,1,27.845,-61.532,2011-01-08 11:59:26
1,165,D,A,4900794,1,6.0,1,36.846920013427734,1,22.52899932861328,1,1,27.845,-61.532,2011-01-08 11:59:26
1,165,D,A,4900794,1,8.0,1,36.84696960449219,1,22.52899932861328,1,1,27.845,-61.532,2011-01-08 11:59:26
1,165,D,A,4900794,1,10.0,1,36.84798049926758,1,22.530000686645508,1,1,27.845,-61.532,2011-01-08 11:59:26
1,7,D,A,4901215,1,5.0,1,36.849029541015625,1,24.007999420166016,1,1,24.949,-56.394,2011-01-08 13:30:15
1,7,D,A,4901215,1,10.0,1,36.84983825683594,1,24.007999420166016,1,1,24.949,-56.394,2011-01-08 13:30:15
1,19,D,A,4901062,1,5.0,1,37.423011779785156,1,24.104000091552734,1,1,24.383,-45.535,2011-01-09 12:26:12
1,19,D,A,4901062,1,10.0,1,37.42399978637695,1,24.10300064086914,1,1,24.383,-45.535,2011-01-09 12:26:12
1,161,D,A,4900780,1,5.0,1,36.986289978027344,1,22.868000030517578,1,1,27.062,-52.079,2011-01-10 11:12:49
1,161,D,A,4900780,1,10.0,1,36.983741760253906,1,22.849000930786133,1,1,27.062,-52.079,2011-01-10 11:12:49
1,133,D,A,4900825,1,5.0,1,37.291011810302734,1,25.82900047302246,1,1,20.323,-46.035,2011-01-10 11:17:38
1,133,D,A,4900825,1,10.0,1,37.29096984863281,1,25.827999114990234,1,1,20.323,-46.035,2011-01-10 11:17:38
1,117,D,A,4900852,1,5.0,1,36.96622085571289,1,21.858999252319336,1,1,28.88,-53.673,2011-01-10 11:39:09
1,117,D,A,4900852,1,10.0,1,36.98136901855469,1,21.849000930786133,1,1,28.88,-53.673,2011-01-10 11:39:09
2,62,D,A,6900551,1,4.800000190734863,1,36.677860260009766,1,24.03700065612793,1,1,24.723,-69.679,2011-01-10 16:15:15
1,24,D,A,1901463,1,5.0,1,37.4480094909668,1,24.06100082397461,1,1,24.557,-45.579,2011-01-11 11:22:37
1,24,D,A,1901463,1,10.0,1,37.44797897338867,1,24.06100082397461,1,1,24.557,-45.579,2011-01-11 11:22:37
1,11,D,A,4901211,1,2.0,1,37.24007034301758,1,23.868000030517578,1,1,25.277,-51.801,2011-01-12 10:12:44
1,11,D,A,4901211,1,4.0,1,37.23992156982422,1,23.865999221801758,1,1,25.277,-51.801,2011-01-12 10:12:44
1,11,D,A,4901211,1,6.0,1,37.2398796081543,1,23.868000030517578,1,1,25.277,-51.801,2011-01-12 10:12:44
1,11,D,A,4901211,1,8.0,1,37.2399787902832,1,23.871000289916992,1,1,25.277,-51.801,2011-01-12 10:12:44
1,11,D,A,4901211,1,10.0,1,37.239891052246094,1,23.871000289916992,1,1,25.277,-51.801,2011-01-12 10:12:44
1,136,D,A,4900818,1,5.0,1,36.16297912597656,1,25.493000030517578,1,1,20.996,-61.019,2011-01-12 10:38:45
1,136,D,A,4900818,1,10.0,1,36.16191864013672,1,25.493999481201172,1,1,20.996,-61.019,2011-01-12 10:38:45
1,120,D,A,4900847,1,5.0,1,37.03601837158203,1,21.569000244140625,1,1,29.371,-52.209,2011-01-12 11:43:01
1,120,D,A,4900847,1,10.0,1,37.03594970703125,1,21.56800079345703,1,1,29.371,-52.209,2011-01-12 11:43:01
1,24,D,A,1901461,1,5.0,1,36.98699188232422,1,23.601999282836914,1,1,27.988,-56.378,2011-01-12 11:44:20
1,24,D,A,1901461,1,10.0,1,36.986968994140625,1,23.60300064086914,1,1,27.988,-56.378,2011-01-12 11:44:20
1,161,D,A,4900781,1,5.0,1,36.80699920654297,1,20.766000747680664,1,1,28.469,-70.461,2011-01-12 12:34:21
1,161,D,A,4900781,1,10.0,1,36.80699157714844,1,20.766000747680664,1,1,28.469,-70.461,2011-01-12 12:34:21
1,5,D,A,6900828,1,5.599999904632568,1,36.8255615234375,1,22.64900016784668,1,1,27.881,-72.824,2011-01-12 13:14:52
1,5,D,A,6900828,1,9.699999809265137,1,36.8255615234375,1,22.649999618530273,1,1,27.881,-72.824,2011-01-12 13:14:52
1,133,D,A,4900830,1,5.0,1,37.3129997253418,1,24.611000061035156,1,1,24.765,-47.019,2011-01-14 11:20:51
1,133,D,A,4900830,1,10.0,1,37.313961029052734,1,24.611000061035156,1,1,24.765,-47.019,2011-01-14 11:20:51
1,135,D,A,4900823,1,5.0,1,37.44995880126953,1,25.229000091552734,1,1,22.378,-48.715,2011-01-14 11:20:58
1,135,D,A,4900823,1,10.0,1,37.45083999633789,1,25.23200035095215,1,1,22.378,-48.715,2011-01-14 11:20:58
1,158,D,A,4900785,1,5.0,1,36.801841735839844,1,20.764999389648438,1,1,29.177,-70.955,2011-01-15 11:03:43
1,158,D,A,4900785,1,10.0,1,36.801979064941406,1,20.774999618530273,1,1,29.177,-70.955,2011-01-15 11:03:43
1,158,D,A,4900789,1,5.0,1,37.034061431884766,1,22.913000106811523,1,1,25.819,-51.842,2011-01-15 11:07:17
1,158,D,A,4900789,1,10.0,1,37.033870697021484,1,22.909000396728516,1,1,25.819,-51.842,2011-01-15 11:07:17
1,3,D,A,4901224,1,5.0,1,36.79711151123047,1,23.415000915527344,1,1,24.114,-71.832,2011-01-16 10:42:00
1,3,D,A,4901224,1,10.0,1,36.79608154296875,1,23.406999588012695,1,1,24.114,-71.832,2011-01-16 10:42:00
1,3,D,A,4901221,1,5.0,1,36.312808990478516,1,24.577999114990234,1,1,23.818,-68.256,2011-01-16 12:37:15
1,3,D,A,4901221,1,10.0,1,36.36178970336914,1,24.47599983215332,1,1,23.818,-68.256,2011-01-16 12:37:15
1,3,D,A,4901222,1,5.0,1,36.828880310058594,1,21.29599952697754,1,1,26.741,-72.808,2011-01-17 10:14:44
1,3,D,A,4901222,1,10.0,1,36.82902908325195,1,21.30299949645996,1,1,26.741,-72.808,2011-01-17 10:14:44
0,120,D,A,4901083,1,4.300000190734863,1,36.9940299987793,1,23.101999282836914,1,1,28.415000915527344,-56.928009033203125,2011-01-17 10:19:00
0,120,D,A,4901083,1,9.0,1,36.9940299987793,1,23.097999572753906,1,1,28.415000915527344,-56.928009033203125,2011-01-17 10:19:00
1,138,D,A,4900808,1,5.0,1,36.82590103149414,1,21.062000274658203,1,1,27.445,-71.735,2011-01-17 12:16:46
1,138,D,A,4900808,1,10.0,1,36.82497024536133,1,21.06800079345703,1,1,27.445,-71.735,2011-01-17 12:16:46
1,118,D,A,4900851,1,5.0,1,37.14699935913086,1,25.482999801635742,1,1,20.396,-48.38,2011-01-18 11:44:32
1,118,D,A,4900851,1,10.0,1,37.14799880981445,1,25.482999801635742,1,1,20.396,-48.38,2011-01-18 11:44:32
1,166,D,A,4900794,1,2.0,1,36.81499099731445,1,22.51799964904785,1,1,27.845,-61.532,2011-01-18 11:59:26
1,166,D,A,4900794,1,4.0,1,36.84062957763672,1,22.525999069213867,1,1,27.845,-61.532,2011-01-18 11:59:26
1,166,D,A,4900794,1,6.0,1,36.846920013427734,1,22.52899932861328,1,1,27.845,-61.532,2011-01-18 11:59:26
1,166,D,A,4900794,1,8.0,1,36.84696960449219,1,22.52899932861328,1,1,27.845,-61.532,2011-01-18 11:59:26
1,166,D,A,4900794,1,10.0,1,36.84798049926758,1,22.530000686645508,1,1,27.845,-61.532,2011-01-18 11:59:26
1,8,D,A,4901215,1,5.0,1,36.79098892211914,1,24.22800064086914,1,1,25.031,-56.433,2011-01-18 13:30:18
1,8,D,A,4901215,1,10.0,1,36.791011810302734,1,24.229000091552734,1,1,25.031,-56.433,2011-01-18 13:30:18
1,20,D,A,4901062,1,5.0,1,37.221981048583984,1,22.788999557495117,1,1,24.535,-45.926,2011-01-19 13:01:43
1,20,D,A,4901062,1,10.0,1,37.22196960449219,1,22.790000915527344,1,1,24.535,-45.926,2011-01-19 13:01:43
1,162,D,A,4900780,1,5.0,1,37.051979064941406,1,23.06599998474121,1,1,26.217,-52.239,2011-01-20 11:05:08
1,162,D,A,4900780,1,10.0,1,37.051979064941406,1,23.066999435424805,1,1,26.217,-52.239,2011-01-20 11:05:08
1,134,D,A,4900825,1,5.0,1,37.35087966918945,1,25.291000366210938,1,1,20.601,-46.314,2011-01-20 11:17:02
1,134,D,A,4900825,1,10.0,1,37.3509407043457,1,25.298999786376953,1,1,20.601,-46.314,2011-01-20 11:17:02
1,118,D,A,4900852,1,5.0,1,37.032039642333984,1,21.84600067138672,1,1,29.034,-53.749,2011-01-20 11:49:32
1,118,D,A,4900852,1,10.0,1,37.032230377197266,1,21.8439998626709,1,1,29.034,-53.749,2011-01-20 11:49:32
1,25,D,A,1901463,1,5.0,1,37.39305114746094,1,23.66900062561035,1,1,24.636,-46.055,2011-01-21 11:37:57
1,25,D,A,1901463,1,10.0,1,37.39091110229492,1,23.663999557495117,1,1,24.636,-46.055,2011-01-21 11:37:57
1,12,D,A,4901211,1,2.0,1,37.25870132446289,1,23.98900032043457,1,1,25.607,-52.028,2011-01-22 10:11:57
1,12,D,A,4901211,1,4.0,1,37.25910949707031,1,23.996999740600586,1,1,25.607,-52.028,2011-01-22 10:11:57
1,12,D,A,4901211,1,6.0,1,37.258609771728516,1,23.993000030517578,1,1,25.607,-52.028,2011-01-22 10:11:57
1,12,D,A,4901211,1,8.0,1,37.257808685302734,1,24.003000259399414,1,1,25.607,-52.028,2011-01-22 10:11:57
1,12,D,A,4901211,1,10.0,1,37.257930755615234,1,24.007999420166016,1,1,25.607,-52.028,2011-01-22 10:11:57
1,25,D,A,1901461,1,5.0,1,36.98794937133789,1,23.422000885009766,1,1,27.891,-55.865,2011-01-22 11:23:26
1,25,D,A,1901461,1,10.0,1,36.987998962402344,1,23.426000595092773,1,1,27.891,-55.865,2011-01-22 11:23:26
1,121,D,A,4900847,1,5.0,1,37.0340690612793,1,21.645999908447266,1,1,29.566,-52.881,2011-01-22 11:25:21
1,121,D,A,4900847,1,10.0,1,37.034080505371094,1,21.642000198364258,1,1,29.566,-52.881,2011-01-22 11:25:21
1,137,D,A,4900818,1,5.0,1,36.061988830566406,1,25.343000411987305,1,1,20.952,-60.842,2011-01-22 11:27:52
1,137,D,A,4900818,1,10.0,1,36.06208038330078,1,25.343000411987305,1,1,20.952,-60.842,2011-01-22 11:27:52
1,162,D,A,4900781,1,5.0,1,36.71049118041992,1,21.134000778198242,1,1,29.047,-70.994,2011-01-22 12:08:15
1,162,D,A,4900781,1,10.0,1,36.778228759765625,1,21.208999633789062,1,1,29.047,-70.994,2011-01-22 12:08:15
1,6,D,A,6900828,1,6.0,1,36.77043151855469,1,21.79599952697754,1,1,28.252000000000002,-72.712,2011-01-22 13:17:30
1,6,D,A,6900828,1,9.899999618530273,1,36.77643966674805,1,21.804000854492188,1,1,28.252000000000002,-72.712,2011-01-22 13:17:30
1,136,D,A,4900823,1,5.0,1,37.47298812866211,1,24.898000717163086,1,1,22.248,-49.006,2011-01-24 11:01:19
1,136,D,A,4900823,1,10.0,1,37.47298049926758,1,24.89900016784668,1,1,22.248,-49.006,2011-01-24 11:01:19
1,134,D,A,4900830,1,5.0,1,37.26100158691406,1,23.55699920654297,1,1,24.717,-46.979,2011-01-24 11:19:08
1,134,D,A,4900830,1,10.0,1,37.26095962524414,1,23.55699920654297,1,1,24.717,-46.979,2011-01-24 11:19:08
1,159,D,A,4900789,1,5.0,1,37.11500930786133,1,23.389999389648438,1,1,25.88,-52.095,2011-01-25 10:59:19
1,159,D,A,4900789,1,10.0,1,37.11309814453125,1,23.38800048828125,1,1,25.88,-52.095,2011-01-25 10:59:19
1,159,D,A,4900785,1,5.0,1,36.787109375,1,20.722000122070312,1,1,29.729,-71.181,2011-01-25 12:28:22
1,159,D,A,4900785,1,10.0,1,36.78710174560547,1,20.715999603271484,1,1,29.729,-71.181,2011-01-25 12:28:22
1,137,D,A,4900819,1,5.0,1,37.125938415527344,1,24.959999084472656,1,1,20.042,-48.799,2011-01-25 12:28:34
1,137,D,A,4900819,1,10.0,1,37.124881744384766,1,24.961999893188477,1,1,20.042,-48.799,2011-01-25 12:28:34
2,63,D,A,6900551,1,4.800000190734863,1,36.83985900878906,1,22.424999237060547,1,1,25.788,-69.908,2011-01-25 16:32:04
1,4,D,A,4901224,1,5.0,1,36.80796813964844,1,23.413999557495117,1,1,23.206,-71.82,2011-01-26 10:10:51
1,4,D,A,4901224,1,10.0,1,36.80799865722656,1,23.416000366210938,1,1,23.206,-71.82,2011-01-26 10:10:51
1,4,D,A,4901221,1,5.0,1,36.425968170166016,1,24.545000076293945,1,1,23.601,-68.592,2011-01-26 12:06:04
1,4,D,A,4901221,1,10.0,1,36.42679977416992,1,24.54800033569336,1,1,23.601,-68.592,2011-01-26 12:06:04
0,121,D,A,4901083,1,4.599999904632568,1,36.99003982543945,1,22.368000030517578,1,1,28.511999130249023,-56.8179931640625,2011-01-27 09:38:00
0,121,D,A,4901083,1,9.100000381469727,1,36.98902893066406,1,22.364999771118164,1,1,28.511999130249023,-56.8179931640625,2011-01-27 09:38:00
1,4,D,A,4901222,1,5.0,1,36.76955032348633,1,21.58300018310547,1,1,27.251,-72.96,2011-01-27 10:28:31
1,4,D,A,4901222,1,10.0,1,36.798561096191406,1,21.645999908447266,1,1,27.251,-72.96,2011-01-27 10:28:31
1,139,D,A,4900808,1,5.0,1,36.820980072021484,1,21.65999984741211,1,1,27.302,-71.474,2011-01-27 12:05:35
1,139,D,A,4900808,1,10.0,1,36.82490158081055,1,21.665000915527344,1,1,27.302,-71.474,2011-01-27 12:05:35
1,119,D,A,4900851,1,5.0,1,37.2140007019043,1,25.04400062561035,1,1,20.538,-48.006,2011-01-28 11:31:26
1,119,D,A,4900851,1,10.0,1,37.2140007019043,1,25.04599952697754,1,1,20.538,-48.006,2011-01-28 11:31:26
1,167,D,A,4900794,1,2.0,1,36.81499099731445,1,22.51799964904785,1,1,27.845,-61.532,2011-01-28 11:59:26
1,167,D,A,4900794,1,4.0,1,36.84062957763672,1,22.525999069213867,1,1,27.845,-61.532,2011-01-28 11:59:26
1,167,D,A,4900794,1,6.0,1,36.846920013427734,1,22.52899932861328,1,1,27.845,-61.532,2011-01-28 11:59:26
1,167,D,A,4900794,1,8.0,1,36.84696960449219,1,22.52899932861328,1,1,27.845,-61.532,2011-01-28 11:59:26
1,167,D,A,4900794,1,10.0,1,36.84798049926758,1,22.530000686645508,1,1,27.845,-61.532,2011-01-28 11:59:26
1,9,D,A,4901215,1,5.0,1,36.936981201171875,1,23.927000045776367,1,1,24.943,-56.569,2011-01-28 13:00:27
1,9,D,A,4901215,1,10.0,1,36.936981201171875,1,23.92799949645996,1,1,24.943,-56.569,2011-01-28 13:00:27
1,21,D,A,4901062,1,5.0,1,37.353981018066406,1,23.827999114990234,1,1,24.548,-46.236,2011-01-29 12:34:51
1,21,D,A,4901062,1,10.0,1,37.353981018066406,1,23.82900047302246,1,1,24.548,-46.236,2011-01-29 12:34:51
1,119,D,A,4900852,1,5.0,1,36.962989807128906,1,21.68400001525879,1,1,29.179,-53.983,2011-01-30 11:28:40
1,119,D,A,4900852,1,10.0,1,36.962989807128906,1,21.684999465942383,1,1,29.179,-53.983,2011-01-30 11:28:40
1,163,D,A,4900780,1,5.0,1,37.03192901611328,1,22.878000259399414,1,1,26.023,-53.008,2011-01-30 11:30:14
1,163,D,A,4900780,1,10.0,1,37.03199005126953,1,22.882999420166016,1,1,26.023,-53.008,2011-01-30 11:30:14
1,135,D,A,4900825,1,5.0,1,37.30398941040039,1,25.134000778198242,1,1,20.865,-46.443,2011-01-30 11:33:24
1,135,D,A,4900825,1,10.0,1,37.30398178100586,1,25.135000228881836,1,1,20.865,-46.443,2011-01-30 11:33:24
1,26,D,A,1901463,1,5.0,1,37.38283920288086,1,23.535999298095703,1,1,24.826,-46.56,2011-01-31 11:21:35
1,26,D,A,1901463,1,10.0,1,37.382930755615234,1,23.54599952697754,1,1,24.826,-46.56,2011-01-31 11:21:35
1,13,D,A,4901211,1,2.0,1,37.155818939208984,1,23.183000564575195,1,1,25.851,-52.151,2011-02-01 10:12:35
1,13,D,A,4901211,1,4.0,1,37.155948638916016,1,23.187999725341797,1,1,25.851,-52.151,2011-02-01 10:12:35
1,13,D,A,4901211,1,6.0,1,37.15591812133789,1,23.18899917602539,1,1,25.851,-52.151,2011-02-01 10:12:35
1,13,D,A,4901211,1,8.0,1,37.15591812133789,1,23.19099998474121,1,1,25.851,-52.151,2011-02-01 10:12:35
1,13,D,A,4901211,1,10.0,1,37.156070709228516,1,23.19300079345703,1,1,25.851,-52.151,2011-02-01 10:12:35
1,138,D,A,4900818,1,5.0,1,36.34294891357422,1,25.63599967956543,1,1,21.145,-60.478,2011-02-01 11:12:12
1,138,D,A,4900818,1,10.0,1,36.342979431152344,1,25.639999389648438,1,1,21.145,-60.478,2011-02-01 11:12:12
1,26,D,A,1901461,1,5.0,1,37.01005172729492,1,23.11199951171875,1,1,27.538,-54.669,2011-02-01 11:18:38
1,26,D,A,1901461,1,10.0,1,37.00899124145508,1,23.108999252319336,1,1,27.538,-54.669,2011-02-01 11:18:38
1,122,D,A,4900847,1,5.0,1,37.00300979614258,1,21.27899932861328,1,1,29.938,-53.647,2011-02-01 11:23:43
1,122,D,A,4900847,1,10.0,1,37.00297164916992,1,21.277999877929688,1,1,29.938,-53.647,2011-02-01 11:23:43
1,163,D,A,4900781,1,5.0,1,36.7928581237793,1,20.809999465942383,1,1,29.855,-71.033,2011-02-01 12:46:50
1,163,D,A,4900781,1,10.0,1,36.79201126098633,1,20.819000244140625,1,1,29.855,-71.033,2011-02-01 12:46:50
1,7,D,A,6900828,1,5.800000190734863,1,36.8165397644043,1,21.02400016784668,1,1,28.218,-72.13,2011-02-01 13:11:02
1,7,D,A,6900828,1,10.100000381469727,1,36.8165397644043,1,21.02400016784668,1,1,28.218,-72.13,2011-02-01 13:11:02
1,137,D,A,4900823,1,5.0,1,37.32501983642578,1,24.694000244140625,1,1,22.06,-49.358,2011-02-03 10:51:21
1,137,D,A,4900823,1,10.0,1,37.324771881103516,1,24.69300079345703,1,1,22.06,-49.358,2011-02-03 10:51:21
1,135,D,A,4900830,1,5.0,1,37.24401092529297,1,23.20199966430664,1,1,24.634,-47.124,2011-02-03 11:18:36
1,135,D,A,4900830,1,10.0,1,37.244991302490234,1,23.20199966430664,1,1,24.634,-47.124,2011-02-03 11:18:36
1,160,D,A,4900785,1,5.0,1,36.79331970214844,1,20.56100082397461,1,1,29.883,-70.795,2011-02-04 11:26:21
1,160,D,A,4900785,1,10.0,1,36.79220962524414,1,20.541000366210938,1,1,29.883,-70.795,2011-02-04 11:26:21
1,160,D,A,4900789,1,5.0,1,37.040008544921875,1,23.027000427246094,1,1,25.933,-52.559,2011-02-04 11:53:01
1,160,D,A,4900789,1,10.0,1,37.03902053833008,1,23.025999069213867,1,1,25.933,-52.559,2011-02-04 11:53:01
1,138,D,A,4900819,1,5.0,1,37.18098831176758,1,25.097000122070312,1,1,20.37,-48.407,2011-02-04 11:54:54
1,138,D,A,4900819,1,10.0,1,37.18198013305664,1,25.097999572753906,1,1,20.37,-48.407,2011-02-04 11:54:54
1,5,D,A,4901224,1,5.0,1,36.65637969970703,1,24.017000198364258,1,1,22.949,-71.374,2011-02-05 10:24:26
1,5,D,A,4901224,1,10.0,1,36.667518615722656,1,23.996999740600586,1,1,22.949,-71.374,2011-02-05 10:24:26
1,132,D,A,4900839,1,5.0,1,36.70301055908203,1,20.52199935913086,1,1,29.9,-60.476,2011-02-05 11:33:09
1,132,D,A,4900839,1,10.0,1,36.702999114990234,1,20.520999908447266,1,1,29.9,-60.476,2011-02-05 11:33:09
1,5,D,A,4901221,1,5.0,1,36.11996841430664,1,25.114999771118164,1,1,23.413,-68.941,2011-02-05 12:04:10
1,5,D,A,4901221,1,10.0,1,36.12002182006836,1,25.117000579833984,1,1,23.413,-68.941,2011-02-05 12:04:10
1,5,D,A,4901222,1,5.0,1,36.81000900268555,1,21.909000396728516,1,1,27.444,-73.071,2011-02-06 10:35:50
1,5,D,A,4901222,1,10.0,1,36.81000900268555,1,21.909000396728516,1,1,27.444,-73.071,2011-02-06 10:35:50
1,140,D,A,4900808,1,5.0,1,36.83790969848633,1,22.006999969482422,1,1,27.487,-71.114,2011-02-06 11:48:32
1,140,D,A,4900808,1,10.0,1,36.83797836303711,1,22.011999130249023,1,1,27.487,-71.114,2011-02-06 11:48:32
0,122,D,A,4901083,1,4.099999904632568,1,36.97706985473633,1,23.17300033569336,1,1,28.538000106811523,-57.061004638671875,2011-02-06 11:52:00
0,122,D,A,4901083,1,9.300000190734863,1,36.97706985473633,1,23.172000885009766,1,1,28.538000106811523,-57.061004638671875,2011-02-06 11:52:00
1,120,D,A,4900851,1,5.0,1,37.30799865722656,1,24.851999282836914,1,1,20.477,-47.852,2011-02-07 11:29:45
1,120,D,A,4900851,1,10.0,1,37.30799865722656,1,24.856000900268555,1,1,20.477,-47.852,2011-02-07 11:29:45
1,168,D,A,4900794,1,2.0,1,36.86396026611328,1,22.535999298095703,1,1,27.702,-61.741,2011-02-07 11:58:10
1,168,D,A,4900794,1,4.0,1,36.86404037475586,1,22.53700065612793,1,1,27.702,-61.741,2011-02-07 11:58:10
1,168,D,A,4900794,1,6.0,1,36.864078521728516,1,22.535999298095703,1,1,27.702,-61.741,2011-02-07 11:58:10
1,168,D,A,4900794,1,8.0,1,36.86396026611328,1,22.534000396728516,1,1,27.702,-61.741,2011-02-07 11:58:10
1,168,D,A,4900794,1,10.0,1,36.86389923095703,1,22.53499984741211,1,1,27.702,-61.741,2011-02-07 11:58:10
1,10,D,A,4901215,1,5.0,1,36.83518981933594,1,23.96500015258789,1,1,24.661,-56.672,2011-02-07 13:09:23
1,10,D,A,4901215,1,10.0,1,36.85289001464844,1,23.849000930786133,1,1,24.661,-56.672,2011-02-07 13:09:23
1,22,D,A,4901062,1,5.0,1,37.44289016723633,1,23.823999404907227,1,1,24.669,-46.622,2011-02-08 12:50:04
1,22,D,A,4901062,1,10.0,1,37.44295883178711,1,23.83099937438965,1,1,24.669,-46.622,2011-02-08 12:50:04
1,164,D,A,4900780,1,5.0,1,37.00605010986328,1,22.91900062561035,1,1,26.048,-53.607,2011-02-09 11:11:40
1,164,D,A,4900780,1,10.0,1,37.00516891479492,1,22.916000366210938,1,1,26.048,-53.607,2011-02-09 11:11:40
